time(millisecond),datetime (pst),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
8300,4/28/25 22:42:13,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.553,7.217880808,7.217848,0,0,0,0,0,148.4,0,0,0,1,1024,1024,1024,1024,0,0,0,0,148.3,0,0,85,3.782,3.747,0,0,0,0,16.296,90.86,7.217880808,7.217848,1,Atti,
8400,4/28/25 22:42:13,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.553,7.217880808,7.217848,0,0,0,0,0,148.4,0,0,0,1,1024,1024,1024,1024,0,0,0,0,148.3,0,0,85,3.782,3.747,0,0,0,0,16.296,90.86,7.217880808,7.217848,1,Atti,
8500,4/28/25 22:42:13,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.51,7.217880808,7.217848,0,0,0,0,0,148.4,0,0,0,1,1024,1024,1024,1024,0,0,0,0,148.3,0,0,85,3.772,3.73,0,0,0,0,17.451,91.04,7.217880808,7.217848,1,Atti,
8600,4/28/25 22:42:13,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.51,7.217880808,7.217848,0,0,0,0,0,148.4,0.1,0,0,1,1024,1024,1024,1024,0,0,0,0,148.3,0,0,85,3.772,3.73,0,0,0,0,17.451,91.04,7.217880808,7.217848,1,Atti,
8700,4/28/25 22:42:13,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.51,7.217880808,7.217848,0,0,0,0,0,148.4,0,0,0,1,1024,1024,1024,1024,0,0,0,0,148.3,0,0,85,3.772,3.73,0,0,0,0,17.451,91.04,7.217880808,7.217848,1,Atti,
8800,4/28/25 22:42:13,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.51,7.217880808,7.217848,0,0,0,0,0,148.4,0,0,0,1,1024,1024,1024,1024,0,0,0,0,148.3,0,0,85,3.772,3.73,0,0,0,0,17.451,91.04,7.217880808,7.217848,1,Atti,
8900,4/28/25 22:42:13,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.51,7.217880808,7.217848,0,0,0,0,0,148.4,0,0,0,1,1024,1024,1024,1024,0,0,0,0,148.3,0,0,85,3.772,3.73,0,0,0,0,17.451,91.04,7.217880808,7.217848,1,Atti,
9000,4/28/25 22:42:13,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.51,7.217880808,7.217848,0,0,0,0,0,148.4,0,0,0,1,1024,1024,1024,1024,0,0,0,0,148.3,0,0,85,3.772,3.73,0,0,0,0,17.451,91.04,7.217880808,7.217848,1,Atti,
9100,4/28/25 22:42:13,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.51,7.217880808,7.217848,0,0,0,0,0,148.4,0,0,0,1,1024,1024,1024,1024,0,0,0,0,148.3,0,0,85,3.772,3.73,0,0,0,0,17.451,91.04,7.217880808,7.217848,1,Atti,
9200,4/28/25 22:42:14,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.51,7.217880808,7.217848,0,0,0,0,0,148.4,0,0,0,1,1024,1024,1024,1024,0,0,0,0,148.3,0,0,85,3.772,3.73,0,0,0,0,17.451,91.04,7.217880808,7.217848,1,Atti,
9300,4/28/25 22:42:14,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.51,7.217880808,7.217848,0,0,0,0,0,148.4,0,0,0,1,1024,1024,1024,1024,0,0,0,0,148.3,0,0,85,3.772,3.73,0,0,0,0,17.451,91.04,7.217880808,7.217848,1,Atti,
9400,4/28/25 22:42:14,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.51,7.217880808,7.217848,0,0,0,0,0,148.4,0,0,0,1,1024,1024,1024,1024,0,0,0,0,148.3,0,0,85,3.772,3.73,0,0,0,0,17.451,91.04,7.217880808,7.217848,1,Atti,
9500,4/28/25 22:42:14,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.493,7.217880808,7.217848,0,0,0,0,0,148.4,0,0,0,1,1024,1024,1024,1024,0,0,0,0,148.3,0,0,85,3.759,3.72,0,0,0,0,17.071,91.22,7.217880808,7.217848,1,Atti,
9600,4/28/25 22:42:14,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.493,7.217880808,7.217848,0,0,0,0,0,148.4,0,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,85,3.759,3.72,0,0,0,0,17.071,91.22,7.217880808,7.217848,1,Atti,
9700,4/28/25 22:42:14,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.493,7.217880808,7.217848,0,0,0,0,0,148.4,0,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,85,3.759,3.72,0,0,0,0,17.071,91.22,7.217880808,7.217848,1,Atti,
9800,4/28/25 22:42:14,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.493,7.217880808,7.217848,0,0,0,0,0,148.4,0,0.1,0,1,1024,1024,1024,1024,0,0,0,0,148.3,0,0,85,3.759,3.72,0,0,0,0,17.071,91.22,7.217880808,7.217848,1,Atti,
9900,4/28/25 22:42:14,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.493,7.217880808,7.217848,0,0,0,0,0,148.4,0,0.1,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,85,3.759,3.72,0,0,0,0,17.071,91.22,7.217880808,7.217848,1,Atti,
10000,4/28/25 22:42:14,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.493,7.217880808,7.217848,0,0,0,0,0,148.4,0,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.759,3.72,0,0,0,0,17.071,91.22,7.217880808,7.217848,1,Atti,
10100,4/28/25 22:42:14,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.493,7.217880808,7.217848,0,0,0,0,0,148.4,0,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.759,3.72,0,0,0,0,17.071,91.22,7.217880808,7.217848,1,Atti,
10200,4/28/25 22:42:15,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.493,7.217880808,7.217848,0,0,0,0,0,148.4,0,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.759,3.72,0,0,0,0,17.071,91.22,7.217880808,7.217848,1,Atti,
10300,4/28/25 22:42:15,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.493,7.217880808,7.217848,0,0,0,0,0,148.4,0,0,0,1,1024,1024,1024,1024,0,0,0,0,148.3,0,0,84,3.759,3.72,0,0,0,0,17.071,91.22,7.217880808,7.217848,1,Atti,
10400,4/28/25 22:42:15,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.493,7.217880808,7.217848,0,0,0,0,0,148.4,0,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.759,3.72,0,0,0,0,17.071,91.22,7.217880808,7.217848,1,Atti,
10500,4/28/25 22:42:15,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.457,7.217880808,7.217848,0,0,0,0,0,148.4,0,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.744,3.704,0,0,0,0,16.996,91.22,7.217880808,7.217848,1,Atti,
10600,4/28/25 22:42:15,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.457,7.217880808,7.217848,0,0,0,0,0,148.4,0,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.744,3.704,0,0,0,0,16.996,91.22,7.217880808,7.217848,1,Atti,
10700,4/28/25 22:42:15,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.457,7.217880808,7.217848,0,0,0,0,0,148.4,0,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.744,3.704,0,0,0,0,16.996,91.22,7.217880808,7.217848,1,Atti,
10800,4/28/25 22:42:15,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.457,7.217880808,7.217848,0,0,0,0,0,148.4,0,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.744,3.704,0,0,0,0,16.996,91.22,7.217880808,7.217848,1,Atti,
10900,4/28/25 22:42:15,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.457,7.217880808,7.217848,0,0,0,0,0,148.4,-0.1,-0.1,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.744,3.704,0,0,0,0,16.996,91.22,7.217880808,7.217848,1,Atti,
11000,4/28/25 22:42:15,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.457,7.217880808,7.217848,0,0,0,0,0,148.4,-0.1,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.744,3.704,0,0,0,0,16.996,91.22,7.217880808,7.217848,1,Atti,
11100,4/28/25 22:42:15,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.457,7.217880808,7.217848,0,0,0,0,0,148.4,-0.1,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.744,3.704,0,0,0,0,16.996,91.22,7.217880808,7.217848,1,Atti,
11200,4/28/25 22:42:16,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.457,7.217880808,7.217848,0,0,0,0,0,148.4,-0.1,-0.1,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.744,3.704,0,0,0,0,16.996,91.22,7.217880808,7.217848,1,Atti,
11300,4/28/25 22:42:16,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.457,7.217880808,7.217848,0,0,0,0,0,148.4,-0.1,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.744,3.704,0,0,0,0,16.996,91.22,7.217880808,7.217848,1,Atti,
11400,4/28/25 22:42:16,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.457,7.217880808,7.217848,0,0,0,0,0,148.4,-0.1,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.744,3.704,0,0,0,0,16.996,91.22,7.217880808,7.217848,1,Atti,
11500,4/28/25 22:42:16,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.441,7.217880808,7.217848,0,0,0,0,0,148.4,-0.1,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.736,3.695,0,0,0,0,16.821,91.4,7.217880808,7.217848,1,Atti,
11600,4/28/25 22:42:16,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.441,7.217880808,7.217848,0,0,0,0,0,148.4,-0.1,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.736,3.695,0,0,0,0,16.821,91.4,7.217880808,7.217848,1,Atti,
11700,4/28/25 22:42:16,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.441,7.217880808,7.217848,0,0,0,0,0,148.4,-0.1,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.736,3.695,0,0,0,0,16.821,91.4,7.217880808,7.217848,1,Atti,
11800,4/28/25 22:42:16,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.441,7.217880808,7.217848,0,0,0,0,0,148.4,-0.1,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.736,3.695,0,0,0,0,16.821,91.4,7.217880808,7.217848,1,Atti,
11900,4/28/25 22:42:16,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.441,7.217880808,7.217848,0,0,0,0,0,148.4,-0.1,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.736,3.695,0,0,0,0,16.821,91.4,7.217880808,7.217848,1,Atti,
12000,4/28/25 22:42:16,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.441,7.217880808,7.217848,0,0,0,0,0,148.5,-0.1,0.1,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.736,3.695,0,0,0,0,16.821,91.4,7.217880808,7.217848,1,Atti,
12100,4/28/25 22:42:16,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.441,7.217880808,7.217848,0,0,0,0,0,148.4,0,0.1,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.736,3.695,0,0,0,0,16.821,91.4,7.217880808,7.217848,1,Atti,
12200,4/28/25 22:42:16,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.441,7.217880808,7.217848,0,0,0,0,0,148.5,0,0.1,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.736,3.695,0,0,0,0,16.821,91.4,7.217880808,7.217848,1,Atti,
12300,4/28/25 22:42:17,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.441,7.217880808,7.217848,0,0,0,0,0,148.4,-0.1,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.736,3.695,0,0,0,0,16.821,91.4,7.217880808,7.217848,1,Atti,
12400,4/28/25 22:42:17,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.441,7.217880808,7.217848,0,0,0,0,0,148.4,0,0.1,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.736,3.695,0,0,0,0,16.821,91.4,7.217880808,7.217848,1,Atti,
12500,4/28/25 22:42:17,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.404,7.217880808,7.217848,0,0,0,0,0,148.4,-0.1,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.72,3.675,0,0,0,0,16.841,91.76,7.217880808,7.217848,1,Atti,
12600,4/28/25 22:42:17,4/29/25 5:42,0,0,7.217848,,,7.217880808,0.328084,0,0,0,0,0,7.404,7.217880808,7.217848,0,0,0,0,0,148.4,-0.1,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.72,3.675,0,0,0,0,16.841,91.76,7.217880808,7.217848,1,Atti,
12700,4/28/25 22:42:17,4/29/25 5:42,0,0,6.889764,,,6.889796808,0.328084,0,0,0,0,0,7.404,7.217880808,7.217848,0,0,0,0,0,148.4,-0.1,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.72,3.675,0,0,0,0,16.841,91.76,6.889796808,6.889764,1,Atti,
12800,4/28/25 22:42:17,4/29/25 5:42,0,0,6.889764,,,6.889796808,0.328084,0,0,0,0,0,7.404,7.217880808,7.217848,0,0,0,0,0,148.4,-0.1,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.72,3.675,0,0,0,0,16.841,91.76,6.889796808,6.889764,1,Atti,
12900,4/28/25 22:42:17,4/29/25 5:42,0,0,6.889764,,,6.889796808,0.328084,0,0,0,0,0,7.404,7.217880808,7.217848,0,0,0,0,0,148.4,-0.1,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.72,3.675,0,0,0,0,16.841,91.76,6.889796808,6.889764,1,Atti,
13000,4/28/25 22:42:17,4/29/25 5:42,0,0,6.889764,,,6.889796808,0.328084,0,0,0,0,0,7.404,7.217880808,7.217848,0,0,0,0,0,148.4,-0.1,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.72,3.675,0,0,0,0,16.841,91.76,6.889796808,6.889764,1,Atti,
13100,4/28/25 22:42:17,4/29/25 5:42,0,0,6.889764,,,6.889796808,0.328084,0,0,0,0,0,7.404,7.217880808,7.217848,0,0,0,0,0,148.4,-0.1,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.72,3.675,0,0,0,0,16.841,91.76,6.889796808,6.889764,12,AutoLanding,
13200,4/28/25 22:42:18,4/29/25 5:42,0,0,6.889764,,,6.889796808,0.328084,0,0,0,0,0,7.404,7.217880808,7.217848,0,0,0,0,0,148.4,-0.2,-0.2,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.72,3.675,0,0,0,0,16.841,91.76,6.889796808,6.889764,12,AutoLanding,No satellite positioning. Fly with caution Satellite positioning signal weak. Hovering unstable. Fly with caution (Code: 30002)
13300,4/28/25 22:42:18,4/29/25 5:42,0,0,6.889764,,,6.889796808,0.328084,0,0,0,0,0,7.404,7.217880808,7.217848,0,0,0,0,0,148.4,-0.3,-0.3,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.72,3.675,0,0,0,0,16.841,91.76,6.889796808,6.889764,12,AutoLanding,
13400,4/28/25 22:42:18,4/29/25 5:42,0,0,6.889764,,,6.889796808,0.328084,0,0,0,0,0,7.404,7.217880808,7.217848,0,0,0,0,0,148.4,-0.3,-0.3,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.72,3.675,0,0,0,0,16.841,91.76,6.889796808,6.889764,12,AutoLanding,
13500,4/28/25 22:42:18,4/29/25 5:42,0,0,6.889764,,,6.889796808,0.328084,0,0,0,0,0,7.378,7.217880808,7.217848,0,0,0,0,0,148.4,-0.3,-0.2,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.708,3.661,0,0,0,0,16.79,92.12,6.889796808,6.889764,12,AutoLanding,
13600,4/28/25 22:42:18,4/29/25 5:42,0,0,6.889764,,,6.889796808,0.328084,0,0,0,0,0,7.378,7.217880808,7.217848,0,0,0,0,0,148.4,-0.3,-0.2,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.708,3.661,0,0,0,0,16.79,92.12,6.889796808,6.889764,12,AutoLanding,
13700,4/28/25 22:42:18,4/29/25 5:42,0,0,6.889764,,,6.889796808,0.328084,0,0,0,0,0,7.378,7.217880808,7.217848,0,0,0,0,0,148.4,-0.3,-0.2,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.708,3.661,0,0,0,0,16.79,92.12,6.889796808,6.889764,12,AutoLanding,
13800,4/28/25 22:42:18,4/29/25 5:42,0,0,6.889764,,,6.889796808,0.328084,0,0,0,0,0,7.378,7.217880808,7.217848,0,0,0,0,0,148.4,-0.4,-0.2,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.708,3.661,0,0,0,0,16.79,92.12,6.889796808,6.889764,12,AutoLanding,
13900,4/28/25 22:42:18,4/29/25 5:42,0,0,6.889764,,,6.889796808,0.328084,0,0,0,0,0,7.378,7.217880808,7.217848,0,0,0,0,0,148.4,-0.4,-0.2,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.708,3.661,0,0,0,0,16.79,92.12,6.889796808,6.889764,12,AutoLanding,
14000,4/28/25 22:42:18,4/29/25 5:42,0,0,6.889764,,,6.889796808,0.328084,0,0,0,0,0,7.378,7.217880808,7.217848,0,0,0,0,0,148.4,-0.4,-0.3,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.708,3.661,0,0,0,0,16.79,92.12,6.889796808,6.889764,12,AutoLanding,
14100,4/28/25 22:42:18,4/29/25 5:42,0,0,6.889764,,,6.889796808,0.328084,0,0,0,0,0,7.378,7.217880808,7.217848,0,0,0,0,0,148.4,-0.5,-0.3,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.708,3.661,0,0,0,0,16.79,92.12,6.889796808,6.889764,12,AutoLanding,
14200,4/28/25 22:42:19,4/29/25 5:42,0,0,6.889764,,,6.889796808,0.328084,0,0,0,0,0,7.378,7.217880808,7.217848,0,0,0,0,0,148.4,-0.5,-0.3,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.708,3.661,0,0,0,0,16.79,92.12,6.889796808,6.889764,12,AutoLanding,
14300,4/28/25 22:42:19,4/29/25 5:42,0,0,6.889764,,,6.889796808,0.328084,0,0,0,0,0,7.378,7.217880808,7.217848,0,0,0,0,0,148.4,-0.5,-0.3,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.708,3.661,0,0,0,0,16.79,92.12,6.889796808,6.889764,12,AutoLanding,
14400,4/28/25 22:42:19,4/29/25 5:42,0,0,6.889764,,,6.889796808,0.328084,0,0,0,0,0,7.378,7.217880808,7.217848,0,0,0,0,0,148.4,-0.5,-0.2,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.708,3.661,0,0,0,0,16.79,92.12,6.889796808,6.889764,12,AutoLanding,
14500,4/28/25 22:42:19,4/29/25 5:42,0,0,6.889764,,,6.889796808,0.328084,0,0,0,0,0,7.437,7.217880808,7.217848,0,0,0,0,0,148.4,-0.5,-0.1,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.76,3.716,0,0,0,0,15.603,92.3,6.889796808,6.889764,12,AutoLanding,
14600,4/28/25 22:42:19,4/29/25 5:42,0,0,6.889764,,,6.889796808,0.328084,0,0,0,0,0,7.437,7.217880808,7.217848,0,0,0,0,0,148.4,-0.5,-0.1,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.76,3.716,0,0,0,0,15.603,92.3,6.889796808,6.889764,12,AutoLanding,
14700,4/28/25 22:42:19,4/29/25 5:42,0,0,6.889764,,,6.889796808,0.328084,0,0,0,0,0,7.437,7.217880808,7.217848,0,0,0,0,0,148.4,-0.6,-0.2,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.76,3.716,0,0,0,0,15.603,92.3,6.889796808,6.889764,12,AutoLanding,
14800,4/28/25 22:42:19,4/29/25 5:42,0,0,6.889764,,,6.889796808,0.328084,0,0,0,0,0,7.437,7.217880808,7.217848,0,0,0,0,0,148.4,-0.6,-0.2,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.76,3.716,0,0,0,0,15.603,92.3,6.889796808,6.889764,12,AutoLanding,
14900,4/28/25 22:42:19,4/29/25 5:42,0,0,6.889764,,,6.889796808,0.328084,0,0,0,0,0,7.437,7.217880808,7.217848,0,0,0,0,0,148.4,-0.6,-0.1,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.76,3.716,0,0,0,0,15.603,92.3,6.889796808,6.889764,12,AutoLanding,
15000,4/28/25 22:42:19,4/29/25 5:42,0,0,6.889764,,,6.889796808,0.328084,0,0,0,0,0,7.437,7.217880808,7.217848,0,0,0,0,0,148.4,-0.5,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.76,3.716,0,0,0,0,15.603,92.3,6.889796808,6.889764,12,AutoLanding,
15100,4/28/25 22:42:19,4/29/25 5:42,0,0,6.889764,,,6.889796808,0.328084,0,0,0,0,0,7.437,7.217880808,7.217848,0,0,0,0,0,148.4,-0.5,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.76,3.716,0,0,0,0,15.603,92.3,6.889796808,6.889764,12,AutoLanding,
15200,4/28/25 22:42:20,4/29/25 5:42,0,0,6.889764,,,6.889796808,0.328084,0,0,0,0,0,7.437,7.217880808,7.217848,0,0,0,0,0,148.3,-0.6,-0.2,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.76,3.716,0,0,0,0,15.603,92.3,6.889796808,6.889764,12,AutoLanding,
15300,4/28/25 22:42:20,4/29/25 5:42,0,0,6.889764,,,6.889796808,0.328084,0,0,0,0,0,7.437,7.217880808,7.217848,0,0,0,0,0,148.3,-0.7,-0.2,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.76,3.716,0,0,0,0,15.603,92.3,6.889796808,6.889764,12,AutoLanding,
15400,4/28/25 22:42:20,4/29/25 5:42,0,0,6.56168,,,6.561712808,0.328084,0,0,0,0,0,7.437,7.217880808,7.217848,0,0,0,0,0,148.3,-0.6,-0.1,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,84,3.76,3.716,0,0,0,0,15.603,92.3,6.561712808,6.56168,12,AutoLanding,
15500,4/28/25 22:42:20,4/29/25 5:42,0,0,6.56168,,,6.561712808,0.328084,0,0,0,0,0,7.539,7.217880808,7.217848,0,0,0,0,0,148.4,-0.7,-0.1,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.799,3.76,0,0,0,0,12.118,92.48,6.561712808,6.56168,12,AutoLanding,
15600,4/28/25 22:42:20,4/29/25 5:42,0,0,6.56168,,,6.561712808,0.328084,0,0,0,0,0,7.539,7.217880808,7.217848,0,0,0,0,0,148.3,-0.6,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.799,3.76,0,0,0,0,12.118,92.48,6.561712808,6.56168,12,AutoLanding,
15700,4/28/25 22:42:20,4/29/25 5:42,0,0,6.56168,,,6.561712808,0.328084,0,0,0,0,0,7.539,7.217880808,7.217848,0,0,0,0,0,148.4,-0.7,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.799,3.76,0,0,0,0,12.118,92.48,6.561712808,6.56168,12,AutoLanding,
15800,4/28/25 22:42:20,4/29/25 5:42,0,0,6.56168,,,6.561712808,0.328084,0,0,0,0,0,7.539,7.217880808,7.217848,0,0,0,0,0,148.3,-0.7,-0.1,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.799,3.76,0,0,0,0,12.118,92.48,6.561712808,6.56168,12,AutoLanding,
15900,4/28/25 22:42:20,4/29/25 5:42,0,0,6.56168,,,6.561712808,0.328084,0,0,0,0,0,7.539,7.217880808,7.217848,0,0,0,0,0,148.3,-0.6,-0.2,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.799,3.76,0,0,0,0,12.118,92.48,6.561712808,6.56168,12,AutoLanding,
16000,4/28/25 22:42:20,4/29/25 5:42,0,0,6.56168,,,6.561712808,0.328084,0,0,0,0,0,7.539,7.217880808,7.217848,0,0,0,0,0,148.1,-1.2,-0.5,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.799,3.76,0,0,0,0,12.118,92.48,6.561712808,6.56168,12,AutoLanding,
16100,4/28/25 22:42:20,4/29/25 5:42,0,0,6.56168,,,6.561712808,0.328084,0,0,0,0,0,7.539,7.217880808,7.217848,0,0,0,0,0,148.2,-0.8,-0.3,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.799,3.76,0,0,0,0,12.118,92.48,6.561712808,6.56168,12,AutoLanding,
